"sample","family","genus","species","length","range","number","mass.g","length.cm"
"POC38001","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC38001","Carcharhinidae","Carcharhinus","plumbeus",1437.88958,3013.49091,1,34395.0396078285,143.788958
"POC38001","Carcharhinidae","Carcharhinus","sorrah",NA,NA,0,NA,NA
"POC38001","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC38001","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC38001","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC38001","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC38001","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC38001","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC38001","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC38001","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC38001","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC38001","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC38001","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC38001","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC38001","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC38001","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC38001","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC38001","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC38001","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC38001","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC38001","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC38001","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC38001","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC38001","Synodontidae","Saurida","undosquamis",NA,NA,0,NA,NA
"POC38001","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC38001","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC38001","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC38001","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC38001","Tetraodontidae","Lagocephalus","lunaris",NA,NA,0,NA,NA
"POC38001","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC38001","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC38002","Ariidae","Netuma","thalassina",439.82586,1409.34453,1,1956.65200726583,43.982586
"POC38002","Ariidae","Netuma","thalassina",453.09264,1861.59711,1,2105.49058725482,45.309264
"POC38002","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC38002","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC38002","Carangidae","Carangoides","chrysophrys",294.8013,3920.76873,1,489.517420754462,29.48013
"POC38002","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC38002","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC38002","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC38002","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC38002","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC38002","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC38002","Carcharhinidae","Carcharhinus","coatesi",781.40978,1729.38566,1,3691.37964868163,78.140978
"POC38002","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC38002","Carcharhinidae","Carcharhinus","sorrah",1150.30841,1761.12106,1,24683.7677781563,115.030841
"POC38002","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC38002","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC38002","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC38002","Fistulariidae","Fistularia","commersonii",1140.02427,3265.14308,1,1878.3643169277,114.002427
"POC38002","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC38002","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC38002","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC38002","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC38002","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC38002","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC38002","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC38002","Lutjanidae","Pristipomoides","multidens",312.77127,2243.08626,1,649.520901587858,31.277127
"POC38002","Lutjanidae","Pristipomoides","multidens",311.13897,1651.66246,1,639.645598199875,31.113897
"POC38002","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC38002","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC38002","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC38002","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC38002","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC38002","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC38002","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC38002","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC38002","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC38002","Sphyraenidae","Sphyraena","forsteri",339.96999,1892.77758,1,235.712155720429,33.996999
"POC38002","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC38002","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC38002","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC38002","Synodontidae","Saurida","undosquamis",413.60603,1640.86202,1,654.73653337682,41.360603
"POC38002","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC38002","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC38002","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC38002","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC38002","Tetraodontidae","Lagocephalus","lunaris",392.05807,1467.6032,1,2177.96158187126,39.205807
"POC38002","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC38002","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC38004","Ariidae","Netuma","thalassina",NA,NA,0,NA,NA
"POC38004","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC38004","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC38004","Carangidae","Carangoides","chrysophrys",NA,NA,0,NA,NA
"POC38004","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC38004","Carangidae","Caranx","ignobilis",636.30379,1957.60694,1,5560.13869798113,63.630379
"POC38004","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC38004","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC38004","Carangidae","Seriola","hippos",NA,1038.06136,1,NA,NA
"POC38004","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC38004","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC38004","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC38004","Carcharhinidae","Carcharhinus","sorrah",NA,NA,0,NA,NA
"POC38004","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC38004","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC38004","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC38004","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC38004","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC38004","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC38004","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC38004","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC38004","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC38004","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC38004","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC38004","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC38004","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC38004","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC38004","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC38004","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC38004","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC38004","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC38004","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC38004","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC38004","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC38004","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC38004","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC38004","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC38004","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC38004","Synodontidae","Saurida","undosquamis",NA,NA,0,NA,NA
"POC38004","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC38004","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC38004","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC38004","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC38004","Tetraodontidae","Lagocephalus","lunaris",329.95843,1439.62412,1,1284.94114861637,32.995843
"POC38004","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC38004","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC38005","Ariidae","Netuma","thalassina",NA,NA,0,NA,NA
"POC38005","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC38005","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC38005","Carangidae","Carangoides","chrysophrys",271.58145,2645.24817,1,386.315395788708,27.158145
"POC38005","Carangidae","Carangoides","chrysophrys",272.63625,5363.52115,1,390.661477546204,27.263625
"POC38005","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC38005","Carangidae","Caranx","ignobilis",NA,2217.44642,1,NA,NA
"POC38005","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC38005","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC38005","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC38005","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC38005","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC38005","Carcharhinidae","Carcharhinus","plumbeus",973.21881,2285.09621,1,10614.9146495891,97.321881
"POC38005","Carcharhinidae","Carcharhinus","sorrah",1068.75516,1541.96912,1,18864.3428754414,106.875516
"POC38005","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC38005","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC38005","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC38005","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC38005","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC38005","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC38005","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC38005","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC38005","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC38005","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC38005","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC38005","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC38005","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC38005","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC38005","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC38005","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC38005","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC38005","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC38005","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC38005","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC38005","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC38005","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC38005","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC38005","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC38005","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC38005","Synodontidae","Saurida","undosquamis",388.98559,1903.43474,1,541.005043507738,38.898559
"POC38005","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC38005","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC38005","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC38005","Tetraodontidae","Arothron","stellatus",NA,635.22169,1,NA,NA
"POC38005","Tetraodontidae","Lagocephalus","lunaris",325.15888,1881.10686,1,1228.60022903633,32.515888
"POC38005","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC38005","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC39001","Ariidae","Netuma","thalassina",NA,NA,0,NA,NA
"POC39001","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC39001","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC39001","Carangidae","Carangoides","chrysophrys",NA,5265.11179,1,NA,NA
"POC39001","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC39001","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC39001","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC39001","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC39001","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC39001","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC39001","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC39001","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC39001","Carcharhinidae","Carcharhinus","sorrah",988.9803,1299.98689,1,14205.5083115337,98.89803
"POC39001","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC39001","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC39001","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC39001","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC39001","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC39001","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC39001","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC39001","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC39001","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC39001","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC39001","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC39001","Lutjanidae","Pristipomoides","multidens",317.51338,1904.99404,1,678.778583616599,31.751338
"POC39001","Lutjanidae","Pristipomoides","multidens",306.39754,1267.66517,1,611.522142076307,30.639754
"POC39001","Lutjanidae","Pristipomoides","multidens",323.06443,1001.07584,1,714.113951205944,32.306443
"POC39001","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC39001","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC39001","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC39001","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC39001","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC39001","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC39001","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC39001","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC39001","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC39001","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC39001","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC39001","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC39001","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC39001","Synodontidae","Saurida","undosquamis",332.10775,2673.16032,1,330.943964018774,33.210775
"POC39001","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC39001","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC39001","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC39001","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC39001","Tetraodontidae","Lagocephalus","lunaris",414.45178,1676.11326,1,2581.47822474228,41.445178
"POC39001","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC39001","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC39002","Ariidae","Netuma","thalassina",NA,NA,0,NA,NA
"POC39002","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC39002","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC39002","Carangidae","Carangoides","chrysophrys",NA,NA,0,NA,NA
"POC39002","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC39002","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC39002","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC39002","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC39002","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC39002","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC39002","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC39002","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC39002","Carcharhinidae","Carcharhinus","sorrah",NA,NA,0,NA,NA
"POC39002","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC39002","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC39002","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC39002","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC39002","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC39002","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC39002","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC39002","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC39002","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC39002","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC39002","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC39002","Lutjanidae","Pristipomoides","multidens",232.52772,1468.29078,1,272.650892083338,23.252772
"POC39002","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC39002","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC39002","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC39002","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC39002","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC39002","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC39002","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC39002","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC39002","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC39002","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC39002","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC39002","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC39002","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC39002","Synodontidae","Saurida","undosquamis",NA,NA,0,NA,NA
"POC39002","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC39002","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC39002","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC39002","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC39002","Tetraodontidae","Lagocephalus","lunaris",374.15043,1051.95835,1,1887.64150902642,37.415043
"POC39002","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC39002","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC39003","Ariidae","Netuma","thalassina",NA,NA,0,NA,NA
"POC39003","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC39003","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC39003","Carangidae","Carangoides","chrysophrys",NA,1635.64782,1,NA,NA
"POC39003","Carangidae","Carangoides","chrysophrys",NA,2851.98113,1,NA,NA
"POC39003","Carangidae","Carangoides","chrysophrys",511.5591,2084.34993,1,2402.03671300826,51.15591
"POC39003","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC39003","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC39003","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC39003","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC39003","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC39003","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC39003","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC39003","Carcharhinidae","Carcharhinus","plumbeus",1041.93263,1875.75692,1,13036.4544184204,104.193263
"POC39003","Carcharhinidae","Carcharhinus","sorrah",NA,2971.29607,1,NA,NA
"POC39003","Carcharhinidae","Carcharhinus","sorrah",NA,2428.62448,1,NA,NA
"POC39003","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC39003","Carcharhinidae","Loxodon","macrorhinus",NA,1672.13401,1,NA,NA
"POC39003","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC39003","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC39003","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC39003","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC39003","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC39003","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC39003","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC39003","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC39003","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC39003","Lutjanidae","Pristipomoides","multidens",NA,1513.03925,1,NA,NA
"POC39003","Lutjanidae","Pristipomoides","multidens",326.13962,1113.6334,1,734.200253637128,32.613962
"POC39003","Lutjanidae","Pristipomoides","multidens",261.92063,1580.46276,1,386.340115398002,26.192063
"POC39003","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC39003","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC39003","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC39003","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC39003","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC39003","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC39003","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC39003","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC39003","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC39003","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC39003","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC39003","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC39003","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC39003","Synodontidae","Saurida","undosquamis",NA,NA,0,NA,NA
"POC39003","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC39003","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC39003","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC39003","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC39003","Tetraodontidae","Lagocephalus","lunaris",NA,1871.84818,1,NA,NA
"POC39003","Tetraodontidae","Lagocephalus","lunaris",NA,609.67125,1,NA,NA
"POC39003","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC39003","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC39004","Ariidae","Netuma","thalassina",NA,NA,0,NA,NA
"POC39004","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC39004","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC39004","Carangidae","Carangoides","chrysophrys",NA,1259.70083,1,NA,NA
"POC39004","Carangidae","Carangoides","chrysophrys",NA,1260.8212,1,NA,NA
"POC39004","Carangidae","Carangoides","chrysophrys",NA,1262.35643,1,NA,NA
"POC39004","Carangidae","Carangoides","chrysophrys",NA,1269.46044,1,NA,NA
"POC39004","Carangidae","Carangoides","chrysophrys",NA,1259.69396,1,NA,NA
"POC39004","Carangidae","Carangoides","chrysophrys",NA,1264.07181,1,NA,NA
"POC39004","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC39004","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC39004","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC39004","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC39004","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC39004","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC39004","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC39004","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC39004","Carcharhinidae","Carcharhinus","sorrah",1096.68077,1793.60633,1,20730.0447678103,109.668077
"POC39004","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC39004","Carcharhinidae","Loxodon","macrorhinus",NA,2334.40165,1,NA,NA
